,item0 - SUPPR_NoItem,item0 - JGB_NoItem,item0 - JGB_ControlWard,item1 - JGB_ControlWard,level - JGR_0to3,wardsPlaced - JGB
988,False,False,True,False,False,True
989,False,True,False,False,False,True
990,False,False,False,True,True,False
991,False,False,True,False,False,False
992,False,False,True,False,False,True
993,False,True,False,False,False,False
994,False,True,False,False,False,False
995,False,True,False,False,False,True
996,False,True,False,False,False,False
997,False,False,True,False,False,True
998,False,True,False,False,False,False
999,False,True,False,False,False,False
1000,False,False,True,False,False,True
1001,False,True,False,False,False,False
1002,False,False,False,True,False,True
1003,False,True,False,False,False,False
1004,False,True,False,False,False,True
1005,True,True,False,False,True,False
1006,False,False,False,False,True,True
1007,False,False,False,False,True,False
1008,False,False,False,False,True,False
1009,False,False,False,False,False,False
1010,False,False,False,False,False,True
1011,False,False,False,True,False,False
1012,False,False,False,False,False,False
1013,False,False,False,False,False,False
1014,False,False,False,False,False,True
1015,False,False,False,False,False,True
1016,False,False,False,False,False,False
1017,False,False,True,False,False,False
1018,False,False,True,False,False,False
1019,False,False,True,False,False,True
1020,False,True,False,False,False,True
1021,False,True,False,False,False,True
1022,False,True,False,False,False,False
1023,False,False,True,False,False,True
1024,False,False,False,True,False,False
1025,False,True,False,False,False,True
1026,False,True,False,False,False,True
1027,False,True,False,False,False,False
1028,False,True,False,False,False,True
1029,False,True,False,False,False,False
1030,False,True,False,False,False,False
1031,False,False,True,False,False,True
1032,False,True,False,False,False,False
1033,False,False,True,False,False,True
1034,False,True,False,False,False,True
1035,False,False,False,True,False,False
1036,False,False,True,False,False,True
1037,False,False,True,False,False,True
1038,False,True,False,False,False,False
1039,False,False,True,False,False,False
1040,False,True,False,False,False,True
1041,False,False,True,False,False,True
1042,False,False,True,False,False,False
1043,False,False,True,False,False,True
1044,False,True,False,False,False,False
1045,False,False,True,False,False,False
1046,False,True,False,False,False,False
1047,False,True,False,False,False,True
1048,False,False,True,False,False,True
1049,True,True,False,False,True,False
1050,False,False,False,False,True,False
1051,False,False,False,False,True,False
1052,False,False,False,False,True,False
1053,False,False,False,False,False,False
1054,False,False,False,False,False,False
1055,False,False,False,False,False,True
1056,False,False,False,False,False,False
1057,False,False,True,False,False,False
1058,False,False,False,False,False,False
1059,False,False,False,False,False,True
1060,False,True,False,False,False,False
1061,False,False,True,False,False,True
1062,False,False,True,False,False,False
1063,False,True,False,False,False,False
1064,False,True,False,False,False,False
1065,False,False,True,False,False,False
1066,False,False,True,False,False,False
1067,False,True,False,False,False,False
1068,False,True,False,False,False,False
1069,False,True,False,False,False,False
1070,False,False,True,False,False,False
1071,False,True,False,False,False,False
1072,False,True,False,False,False,False
1073,False,True,False,False,False,True
1074,False,False,True,False,False,False
1075,False,False,True,False,False,True
1076,False,True,False,False,False,False
1077,False,True,False,False,False,False
1078,False,False,True,False,False,False
1079,False,True,False,False,False,False
1080,False,True,False,False,False,False
1081,False,True,False,False,False,False
1082,False,True,False,False,False,False
1083,True,True,False,False,True,False
1084,False,False,False,False,True,True
1085,False,False,False,False,True,False
1086,False,False,False,False,True,True
1087,False,False,True,False,True,False
1088,False,False,False,False,False,False
1089,False,False,False,True,False,False
1090,False,False,True,False,False,False
1091,False,False,False,True,False,False
1092,False,False,False,False,False,False
1093,False,False,False,False,False,True
1094,False,False,False,False,False,True
1095,False,False,False,False,False,False
1096,False,False,False,True,False,True
1097,False,False,False,False,False,False
1098,False,False,False,False,False,False
1099,False,False,False,False,False,True
1100,False,True,False,False,False,True
1101,False,True,False,False,False,True
1102,False,False,True,False,False,False
1103,False,True,False,False,False,False
1104,False,True,False,False,False,False
1105,False,False,True,False,False,False
1106,False,True,False,False,False,False
1107,False,True,False,False,False,False
1108,False,True,False,False,False,False
1109,False,True,False,False,False,False
1110,False,True,False,False,False,False
1111,False,False,True,False,False,True
1112,False,False,False,False,True,False
1113,False,True,False,False,False,True
1114,False,False,True,False,False,False
1115,False,True,False,False,False,False
1116,True,True,False,False,True,True
1117,False,False,False,False,True,False
1118,False,False,False,False,True,True
1119,False,False,False,False,True,True
1120,False,False,False,False,True,False
1121,False,False,False,False,False,False
1122,False,False,False,False,False,False
1123,False,False,False,False,False,False
1124,False,False,False,False,False,True
1125,False,False,True,False,False,True
1126,False,False,False,False,False,False
1127,False,False,True,False,False,True
1128,False,False,True,False,False,False
1129,False,False,True,False,False,True
1130,False,True,False,False,False,True
1131,False,False,True,False,False,False
1132,False,False,False,False,False,False
1133,False,False,False,False,False,True
1134,False,False,False,False,False,True
1135,False,False,False,False,False,False
1136,False,True,False,False,False,False
1137,False,False,False,False,False,True
1138,False,False,False,False,False,False
1139,False,False,False,True,False,False
1140,False,False,False,False,False,False
1141,False,False,False,False,False,False
1142,False,False,False,False,False,False
1143,False,False,False,False,False,False
1144,False,False,False,True,False,True
1145,False,False,False,True,False,False
1146,False,False,False,False,False,False
1147,False,False,True,False,False,False
1148,False,False,False,False,False,False
1149,True,True,False,False,True,False
1150,False,False,False,False,True,True
1151,False,False,False,False,True,False
1152,False,False,False,False,True,False
1153,False,False,False,False,True,False
